createdAt,url,positivePrompt,negativePrompt,nsfw,nsfwLevel,browsingLevel,likeCount,dislikeCount,heartCount,cryCount,laughCount,commentCount,username,Model,Meta,VAE,Resource1,Resource2,Resource3,Resource4,Resource5,Resource6
2024-11-06T07:12:40.230Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/61212b5c-ad08-4a1b-9f8a-993503e2111c/width=832/61212b5c-ad08-4a1b-9f8a-993503e2111c.jpeg,,,False,None,1,961,0,263,91,113,0,Lady_Luminous,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-10-13T00:20:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/b1299928-17f1-48b9-ba30-ee48476fba07/width=1344/b1299928-17f1-48b9-ba30-ee48476fba07.jpeg,,,False,None,1,1026,0,260,53,89,0,ArtifyAI,flux1-dev-bnb-nf4-v2,"Size: 896x1152, Seed: 3646884349, Steps: 25, Sampler: Euler, Version: f2.0.1v1.10.1-previous-450-gdb6448df",N/A,"Name: FredFraiStyle-FLUX-Share, Type: lora, Weight: N/A","Name: FluxMythP0rtr4itStyle, Type: lora, Weight: N/A","Name: dark_fantasy_flux, Type: lora, Weight: N/A","Name: flux1-dev-bnb-nf4-v2, Type: model, Weight: N/A",,
2024-06-14T10:50:56.752Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/7fa0a0b4-bcb9-4efe-a88f-15931e178742/width=832/7fa0a0b4-bcb9-4efe-a88f-15931e178742.jpeg,"(anime masterpiece intricate:1.3) (best quality hires textures high detail:1.2) (4k)(incredibly detailed:1.4) perfect anatomy graceful face constricted waist nice body lips high pointed nose (nostrils:1.3) neatly UHD 8K ultra detailed
1woman charming smile gorgeous lips blue eyes  tights  blonde hair ponytail side bangs medium breasts ear piercing full body 
beach beautiful legs red bikini waterdrop confident delicate and smooth skin deep cleavage highly detailed glossy lips looking at viewer sea sand nsfw wet","(worst quality, low quality:1.4), (illustration, 3d, 3d render, painting1.2), disfigured, mutation, bad anatomy, warped hands, long fingers, twisted body, many fingers, redness of female genitals,, corner, pubic hair, multiple cuts, Restricted hat, hat, float,",True,Soft,2,845,0,438,53,92,0,Fujishimi,,"Size: 832x1216, Seed: 840213774, Steps: 50, Sampler: Euler a, Version: ",N/A,,,,,,
2024-11-10T13:47:11.032Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/37840585-50eb-408a-b432-c1735dd0c789/width=896/37840585-50eb-408a-b432-c1735dd0c789.jpeg,a 18 y.o french pretty modeling(from_above:1.2)from_sidesoft lightinghigh resolutionwhite wedding dressprofessional gradeRAW photographyevocative compositionCinematic Lightingmoody lighting(freckles:0.7)perfect eyes,,False,None,1,1043,0,269,30,87,0,JinnGames,iNiverseMix_F1D_fp8_real_NSFW_V21,"Size: 896x1152, Seed: 2528344981, Steps: 31, Sampler: Euler, Version: f2.0.1v1.10.1-previous-581-ge4ad1140",N/A,"Name: iNiverseMix_F1D_fp8_real_NSFW_V21, Type: model, Weight: N/A",,,,,
2024-08-30T16:39:27.217Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/1bd1b2ee-c2f7-48d2-b42c-f37aaf18abd9/width=1216/1bd1b2ee-c2f7-48d2-b42c-f37aaf18abd9.jpeg,,,False,None,1,719,0,708,0,0,0,Styx_In_Clouds,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-08-30T16:19:25.179Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/43d878d8-533a-4cb2-9a35-314e3c273df3/width=1216/43d878d8-533a-4cb2-9a35-314e3c273df3.jpeg,,,False,None,1,722,0,705,0,0,0,Styx_In_Clouds,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-07-29T18:46:42.972Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/cdd9b614-b4bf-48d7-9053-ef32fdc37a5d/width=1800/cdd9b614-b4bf-48d7-9053-ef32fdc37a5d.jpeg,dachshund-anthro Tim Burton's character in the city,,False,None,1,894,0,351,36,146,0,Ragnar890,marmosetXL_v2,"Size: , Seed: 208298202747990, Steps: 33, Sampler: dpmpp_3m_sde, Version: ",N/A,,,,,,
2024-07-01T21:35:23.109Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4021518f-7d04-4f07-9ad7-f11aea6d5610/width=1248/4021518f-7d04-4f07-9ad7-f11aea6d5610.jpeg,score_9 score_8_up score_7_up source_anime BREAK 1girl solo <lora:alice-nikke-richy-v2_pdxl:1> alicedef pink eyes white hair twintails very long hair bangs headset fake animal ears animal ear headphones shrug \(clothing\) long sleeves large breasts pink bodysuit latex bodysuit multicolored gloves pink gloves white gloves smile one eye closed wink v peace sign blue background wide hips,,True,Soft,2,842,0,437,40,108,0,richyrich515,autismmixSDXL_autismmixConfetti,"Size: 832x1216, Seed: 3568391044, Steps: 26, Sampler: Euler a, Version: f0.0.17v1.8.0rc-latest-287-g77bdb920",sdxl_vae.safetensors,"Name: alice-nikke-richy-v2_pdxl, Type: lora, Weight: 1","Name: autismmixSDXL_autismmixConfetti, Type: model, Weight: N/A",,,,
2024-05-23T00:25:05.567Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/014cf7ab-58cc-4309-ba0b-af5b8676d83d/width=832/014cf7ab-58cc-4309-ba0b-af5b8676d83d.jpeg,Vibrant floral arrangement in wicker basket bright yellow sunflowers with dark brown centers deep pink carnations light pink roses with soft petals delicate blue delphiniums with intricate details on each petal lush green leaves filler plants adding texture and fullness woven texture basket interlacing strands of light brown wicker oval shape handle arching on one side,"cluttered background, low resolution, blurry details, dull colors, overexposed areas, unrealistic proportions, harsh shadows, noisy background, ImgFixerPre0.3",False,None,1,858,0,352,68,148,3,nayisac,,"Size: 832x1216, Seed: 569327638, Steps: 28, Sampler: Euler, Version: ",N/A,,,,,,
2023-11-04T16:28:34.949Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/f24c34ff-0a17-4e6c-81a8-b85f8f98bc91/width=1024/f24c34ff-0a17-4e6c-81a8-b85f8f98bc91.jpeg,"Tool Metal album cover style by Alex Gray (write text: ""TOOL"")","sword, axe,, bad hands, bad fingers, bad anatomy, monochrome, greyscale, bad picture, low quality, low resolution",False,None,1,723,0,703,0,0,0,53rt5355iz,00BeautyXL,"Size: 1024x1152, Seed: 891688260, Steps: 30, Sampler: Euler a, Version: v1.6.0",sdxl_vae.safetensors,"Name: 00BeautyXL, Type: model, Weight: N/A",,,,,
2024-05-11T11:36:43.909Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/3fdc3ffc-9b93-47ed-8dee-b5e12931c18d/width=1024/3fdc3ffc-9b93-47ed-8dee-b5e12931c18d.jpeg,"Dark Moody Atmosphere  score_9 score_8_up score_7_up rating_questionable fantasy lighting epiCPhoto
1girlvery sexy sylvanas windrunner  soloserious angry gaze sexy look half-closed eyes head tilt filled lips thick lips makeup full body action shoot enchanted purple bow sexy pose fantasy setting <lora:PAseer-SDXL-AcceleratorLighting:0.6> <lora:add-detail-xl:0.8>  <lora:cinewow:1> dramatic mysterious dark moody atmosphere","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful, bright, score_4, score_5, score_6, signature,   deformed fingers, sweat, fused fingers, 2 faces, mirror image, double exposure",True,Soft,2,907,0,396,33,89,3,Hellzicke,incursiosMemeDiffusion_v16PDXL,"Size: 1024x1365, Seed: 3592551247, Steps: 29, Sampler: Euler a, Version: v1.7.0",N/A,"Name: PAseer-SDXL-AcceleratorLighting, Type: lora, Weight: 0.6","Name: add-detail-xl, Type: lora, Weight: 0.8","Name: cinewow, Type: lora, Weight: 1","Name: incursiosMemeDiffusion_v16PDXL, Type: model, Weight: N/A",,
2024-03-07T09:35:43.540Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/ee149cd3-0a57-4909-baab-07ae5602525b/width=1080/ee149cd3-0a57-4909-baab-07ae5602525b.jpeg,<lora:SushiStyleXL:1>SushiStyle cat body made out of sushi sashimi rice (japanese:0.5) crafted with sushi (Masterpiece:1.3) (best quality:1.2) (high quality:1.1),"watermark, low quality, ugly, blurry, lowres, bad hand, blurry eye",False,None,1,861,0,375,33,156,5,mnemic,TamarinXL_v10,"Size: 540x960, Seed: 1053242282, Steps: 30, Sampler: DPM++ 2M SDE Karras, Version: f0.0.12-latest-113-ge11753ff",N/A,"Name: SushiStyleXL, Type: lora, Weight: 1","Name: TamarinXL_v10, Type: model, Weight: N/A",,,,
2024-09-01T10:08:21.393Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/5dae830b-a4cd-477d-8f77-9242ef255aff/width=1800/5dae830b-a4cd-477d-8f77-9242ef255aff.jpeg,"Photorealistic photography of a Tech priestess A hooded person with closed eyes their white hair glowing in the dark with blue binary code floating around in a digital world. her hands raised slightly as if controlling or manipulating digital data.











",,False,None,1,944,0,308,63,109,1,salammy,,"Size: , Seed: 8544, Steps: 35, Sampler: Euler, Version: ",N/A,,,,,,
2024-07-13T02:03:02.386Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/5e960ef6-dda4-45f1-be33-822c343a5126/width=1080/5e960ef6-dda4-45f1-be33-822c343a5126.jpeg,"radiant rainbow fountain bursts forth from a kaleidoscope of glittering gemstones as a majestic butterfly with iridescent wings and a trail of sparkling stardust unfurls its delicate beauty amidst the shimmering mist surrounded by a chorus of singing fireflies and a procession of gleaming lanterns carried by dancing clouds
 <lora:aidmaCandyWorldMorph-MoreRealistic-v0.1:1> candy","boring,  bad quality, blurry,",False,None,1,942,0,314,48,120,0,AIDigitalMediaAgency,ForRealXL-V0.5,"Size: 540x960, Seed: 1293287984, Steps: 14, Sampler: DDPM, Version: f0.0.17v1.8.0rc-latest-278-gbfee03d8",sdxl_vae.safetensors,"Name: aidmaCandyWorldMorph-MoreRealistic-v0.1, Type: lora, Weight: 1","Name: ForRealXL-V0.5, Type: model, Weight: N/A",,,,
2024-10-11T14:48:51.717Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/e978f646-8f75-4f19-941a-08b157265bd4/width=832/e978f646-8f75-4f19-941a-08b157265bd4.jpeg,( front wiev)a girl with white hair.  looking upwards with a calm dreamy expression. A small black and white cat is resting on her head peeking over her hair and looking down at her with wide eyes. The artwork has a soft illustrative style and the girl's lips are slightly parted adding to the serene mood. She is wearing a choker  long wave white hair The background is neutral emphasizing the characters.,,False,None,1,931,0,326,47,119,0,AtomGirl,,"Size: 832x1216, Seed: 2658622138, Steps: 28, Sampler: Undefined, Version: ",N/A,,,,,,
2024-10-10T07:48:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/1a84d401-c93e-4349-ac47-ae4b733fc5a2/width=1800/1a84d401-c93e-4349-ac47-ae4b733fc5a2.jpeg,score_9 score_8_up score_7_up score_6_up score_5_up score_4_up m0use_goldie (cute) (feral:1.5) (frilly yellow shirt red skirt) indoors cottage (sitting at the table) chair holding tea cup upper body shot head focus (open mouth:0.8) yellow ears,"civit_nsfw, score_6, score_5, score_4, (loli, cub, young, child, chibi), busty, ugly face, low res, blurry face, ugly hands, pumped body, black and white, penis, breasts, ((hair)), nipples, belly, extra ears, human, simple background, (giant, giantess:2), (look at viewer), (fat, chubby:2), whiskers, scribbles, messy, rough, sketch",False,None,1,961,0,284,50,128,3,JustAMouse,,"Size: , Seed: 3398226363, Steps: 15, Sampler: Euler a, Version: ",N/A,,,,,,
2024-10-09T16:13:33.449Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/1c10b806-051c-4685-9d51-4a0832dcba4d/width=832/1c10b806-051c-4685-9d51-4a0832dcba4d.jpeg,mythp0rt Inkpunk Anime BREAK cyberpunk robot samurai woman robot face with mirrored face shield hyperdetailed helmet flowing black hair reflective black and red armor robot joints body made of metals cables and wires a katana strapped to her back abstract colour gradient background,,False,None,1,984,0,305,34,99,1,Stu42,,"Size: 832x1216, Seed: 3190269320, Steps: 25, Sampler: Undefined, Version: ",N/A,,,,,,
2024-09-01T11:38:36.198Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/2747d2d4-02e5-43b5-b5d4-456aff75bf85/width=832/2747d2d4-02e5-43b5-b5d4-456aff75bf85.jpeg,raw photo of an alien galaxy ruler womenblending light blue stardust and white hairlight blue skinsharp thin earscelestial astro beauty galaxy stars crescent moonrealistic intricate details whimsical elements exciting backgroundportrait looking at viewer,,False,None,1,939,0,349,44,91,0,Nineeight,,"Size: 832x1216, Seed: 71609718, Steps: 25, Sampler: Undefined, Version: ",N/A,,,,,,
2024-11-08T00:35:05.077Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/df4e78f4-a17b-4988-adcc-c8a2ac52a4bf/width=864/df4e78f4-a17b-4988-adcc-c8a2ac52a4bf.jpeg,score_9 score_8_up score_7_up score_6_up score_5_up  <lora:DNXLP:1> dn 1girl autumn leaves gothic long hair black hair,"watermark, signature, artist name, twitter username, english text, patreon logo, censored, muscular, 3d,",False,None,1,983,0,292,57,90,0,freckledvixon,autismmixSDXL_autismmixPony,"Size: 864x1152, Seed: 1479718022, Steps: 25, Sampler: Euler a, Version: v1.10.1",sdxl_vae.safetensors,"Name: DNXLP, Type: lora, Weight: 1","Name: autismmixSDXL_autismmixPony, Type: model, Weight: N/A",,,,
2024-11-17T21:14:56.234Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/98bb548b-4c83-422e-b877-23d1acf83151/width=768/98bb548b-4c83-422e-b877-23d1acf83151.jpeg,,,False,None,1,978,0,306,48,89,1,DigitalArtMatrix,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-10-28T16:59:02.206Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/0b0a682f-2e8b-4fec-922a-2a2ab34a113f/width=768/0b0a682f-2e8b-4fec-922a-2a2ab34a113f.jpeg,,,False,None,1,957,0,308,43,113,2,Van978,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-10-20T09:15:13.517Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/88aac7e5-83de-44f5-8f85-b80a1595473a/width=832/88aac7e5-83de-44f5-8f85-b80a1595473a.jpeg,,,False,None,1,960,0,286,73,103,3,shhdejong302,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-08-30T16:39:27.217Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/9df823e6-6b91-4de1-8a0a-65f601baec68/width=1216/9df823e6-6b91-4de1-8a0a-65f601baec68.jpeg,,,False,None,1,707,0,714,0,0,0,Styx_In_Clouds,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-08-30T16:39:27.217Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/46f03bf9-6bd7-4cac-9672-14bc8cf4bf64/width=1216/46f03bf9-6bd7-4cac-9672-14bc8cf4bf64.jpeg,,,False,None,1,685,0,736,0,0,0,Styx_In_Clouds,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-07-24T14:00:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/d1aa4860-a1e7-461c-874d-2e29dffc03ff/width=1248/d1aa4860-a1e7-461c-874d-2e29dffc03ff.jpeg,Majestic dinosaur ancient scales fierce gaze lush jungle backdrop roaring dynamic pose by Annie Leibovitz Nikon D850 realistic details dramatic lighting made out of potato chips <lora:PinkiePttChpsSDXL-v1:1> p1nkch1ps,"simplistic, minimalism, plain, simple, painting, surrealism, camera, anime, cartoon, abstract, illustration, ImgFixerPre0.3xl, negativeXL_D,",False,None,1,975,0,284,36,126,3,Pinkielicious,SDXLFaetastic_v24,"Size: 832x1216, Seed: 4052641262, Steps: 40, Sampler: DPM++ 2M SDE Karras, Version: f0.0.17v1.8.0rc-latest-278-gbfee03d8",sdxl_vae.safetensors,"Name: PinkiePttChpsSDXL-v1, Type: lora, Weight: 1","Name: SDXLFaetastic_v24, Type: model, Weight: N/A",,,,
2024-06-03T00:08:51.577Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/83ee0111-a481-4a20-a478-324c9197b292/width=832/83ee0111-a481-4a20-a478-324c9197b292.jpeg,Create an image of an imaginary abstract cat with large endearing eyes looking directly at the viewer. The cat should feature vibrant eye-catching colors with fur combining shades such as electric blue purple emerald green and hints of gold. The scene is set in a colorful lush jungle filled with exotic vegetation and brightly colored flowers in intense hues like red orange fuchsia and yellow. The atmosphere should be magical and full of life with intricate details in every leaf and flower. The cat should appear extremely cute and beautiful with a friendly and welcoming expression.,"(((oval iris))), (((deformed iris))), deformed pupils, (((oval shaped iris))), NSFW",False,None,1,877,0,360,63,121,0,Chrisdavidgb,,"Size: 832x1216, Seed: 773508397, Steps: 40, Sampler: Euler a, Version: ",N/A,,,,,,
2024-04-28T10:49:43.621Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/ff401431-e25e-4e3f-8750-ef59d3c19479/width=768/ff401431-e25e-4e3f-8750-ef59d3c19479.jpeg,Tools used : a1111 depth midas (0.5) krita || Keywords : boy young orange kimono monster parasite contamination infested face infested arm nightmare tentaculous sharp sword white hair red eyes walking in the forest,"(worst quality, low quality:1.3), (lowres:1.1), (monochrome:1.1), (greyscale), multiple views, comic, sketch, (blurry:1.3), bad-artist-anime, negative_hand-neg, ng_deepnegative_v1_75t, verybadimagenegative_v1.3, signature,",False,None,1,731,0,691,0,0,0,NaClO_74,,"Size: , Seed: 1256910190, Steps: 27, Sampler: Euler a, Version: ",N/A,,,,,,
2024-10-23T15:30:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/f9626239-dc3d-4194-a74f-1e33fb8666a3/width=832/f9626239-dc3d-4194-a74f-1e33fb8666a3.jpeg,A hyper-realistic portrait photorealistic photo close-up image of A chalice forged from molten lava its surface perpetually shifting and flowing like a living fiery river. The body of the chalice is smooth with glowing orange and red patterns resembling ancient runes constantly appearing and disappearing as the lava moves. The rim is edged with a blackened obsidian-like material that contrasts sharply with the molten liquid within. Inside the chalice a swirling vortex of liquid fire dances its heat palpable even from a distance. The base is heavy with veins of glowing magma coursing through the stone grounding the otherwise fluid object in the physical world. The chalice stands on a wooden medieval table (photography high-resolution dynamic energetichyper-realistic dramatic lighting shallow depth of field.),,False,None,1,945,0,286,65,124,6,chris4wards413,,"Size: 832x1216, Seed: 3533754892, Steps: 35, Sampler: Undefined, Version: ",N/A,,,,,,
2024-10-09T06:16:31.268Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/e34e2fa3-1ade-4391-8027-66f1d31116f6/width=832/e34e2fa3-1ade-4391-8027-66f1d31116f6.jpeg,"Asien rice plantationmasterpiece best quality double exposure realistic whimsical fantastic splash art intricate detailed hyperdetailed maximalist style psychedelic post-apocalyptic photorealistic concept art sharp focus harmony serenity tranquility
surrounding clouds mysterious glow 
ambient occlusion halation cozy ambient lighting dynamic lightingmasterpiece liiv1 linquivera metix mentixis masterpiece award winning",negativeXL_D,False,None,1,1014,0,263,47,95,2,Lady_Luminous,,"Size: 832x1216, Seed: 548815871, Steps: 30, Sampler: DPM++ 2M Karras, Version: ",N/A,,,,,,
2024-07-27T07:45:19.052Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/36c86fa4-ab56-4305-b6e9-b1a1df1bc4c8/width=832/36c86fa4-ab56-4305-b6e9-b1a1df1bc4c8.jpeg,,,False,None,1,960,0,322,43,94,1,UwuSite,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-06-27T04:32:03.916Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/12d5a109-1a6d-4443-ad24-f96dc18b1d12/width=832/12d5a109-1a6d-4443-ad24-f96dc18b1d12.jpeg,,,False,None,1,943,0,302,48,126,0,Civitardis,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-06-23T02:38:37.489Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/15c4342e-65d4-4e77-a60a-088c5706d60e/width=1080/15c4342e-65d4-4e77-a60a-088c5706d60e.jpeg,,,False,None,1,864,0,381,43,131,3,imaginai_id,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-11-04T08:14:45.052Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/d542cee2-c6fb-4c8e-9c8e-d025d5a6b09a/width=1624/d542cee2-c6fb-4c8e-9c8e-d025d5a6b09a.jpeg,,,False,None,1,936,0,292,80,110,2,RIDD,flux_dev,"Size: 832x1216, Seed: 718661838624551, Steps: 20, Sampler: DPM++ 2M Karras, Version: ComfyUI",N/A,"Name: flux_dev, Type: model, Weight: N/A",,,,,
2024-09-23T07:01:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/2a1115ab-cdeb-4549-adea-4c7032e4e574/width=1800/2a1115ab-cdeb-4549-adea-4c7032e4e574.jpeg,A hyper-realistic portrait photorealistic photo close-up image of A young dragonborn man with scales of shimmering gold and piercing blue eyes is tending to a field of glowing red poppies on the edge of a massive floating island. He wears a long flowing robe made from the woven feathers of phoenixes and a golden circlet encrusted with rubies rests on his brow. The poppies each one glowing with a soft red light sway gently in the breeze as he carefully waters them from a jug of liquid fire. The floating island is surrounded by a vast starry sky with distant planets and moons visible on the horizon. As he tends to the poppies their glow intensifies and the air around them begins to shimmer with heat. The dragonbornâs scales catch the light reflecting the red glow of the poppies in a dazzling display. The scene is a vivid blend of the fantastical and the serene where the dragonbornâs strange attire and the glowing poppies create a powerful image of life flourishing in a surreal otherworldly environment. (photography high-resolution dynamic energetichyper-realistic dramatic lighting shallow depth of field.) detailmaximizer MythP0rt<lora:midjourney_whisper_flux_lora_v01:0.55><lora:aidmaMJ6.1-FLUX-V0.1:0.4><lora:FluxMythP0rtr4itStyle:0.4><lora:detailed_flux_ntc:2.2><lora:aidmaImageUpgrader-FLUX-V0.1:0.65>,unknown,False,None,1,961,0,282,41,134,1,impossiblebearcl4060,Flux dev,"Size: 1024x1536, Seed: 995078959055473, Steps: 20, Sampler: Euler, Version: ComfyUI",N/A,"Name: midjourney_whisper_flux_lora_v01, Type: lora, Weight: 0.55","Name: aidmaMJ6.1-FLUX-V0.1, Type: lora, Weight: 0.4","Name: FluxMythP0rtr4itStyle, Type: lora, Weight: 0.4","Name: detailed_flux_ntc, Type: lora, Weight: 2.2","Name: aidmaImageUpgrader-FLUX-V0.1, Type: lora, Weight: 0.65",
2024-10-30T07:41:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/8621ca93-8801-49cb-8189-f2f41dbae907/width=832/8621ca93-8801-49cb-8189-f2f41dbae907.jpeg,safe_pos score_9 score_8_up score_7_up score_6_up score_5_up score_4_up <lora:traditional_Japanese_art:0.8>  traditional japanese art fighting stance masterpiece highres 1girl sexy elf woman detailed green eyes perfect detailed face pointy ears medium pink hair mystical sensual slim small breasts wearing short kimono night moon floating on clouds,"safe_neg, score_6, score_5, score_4, ugly face, mutated hands, monochrome, bad eyes, blue skin, bad teeth, bad arms, missing limbs, poorly drawn face, three feet, fused feet, fused thigh, three thigh, fused thigh, extra thigh, missing fingers, extra fingers, ugly fingers, amputation, square jawline, mutilated, wide hips, deformed, disconnected limbs, worst quality, low quality, jpeg artifacts",False,None,1,952,0,302,66,97,0,ElvishDreams,urn:air:sdxl:checkpoint:civitai:257749@290640,"Size: , Seed: 3669738694, Steps: 25, Sampler: DPM++ 2M, Version: ",N/A,,,,,,
2024-09-28T16:15:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/9da0bd18-2069-4626-a592-c085452cd713/width=832/9da0bd18-2069-4626-a592-c085452cd713.jpeg,score_9 score_8_up score_7_up 1boy holding skateboard upper body red jacket red headwear hood <lora:HowDoYouDoFellowKidsMeme_pdxl_Incrs_v1:1>  <lora:Shrek_XLPD:1> shrek green skin smirk,"monochrome, english text, clothes writing,",False,None,1,832,0,233,44,308,4,FallenIncursio,incursiosMemeDiffusion_v27,"Size: 832x1216, Seed: 3750836865, Steps: 24, Sampler: Euler a, Version: f0.0.17v1.8.0rc-latest-287-g77bdb920",fixFP16ErrorsSDXLLowerMemoryUse_v10.safetensors,"Name: HowDoYouDoFellowKidsMeme_pdxl_Incrs_v1, Type: lora, Weight: 1","Name: Shrek_XLPD, Type: lora, Weight: 1","Name: incursiosMemeDiffusion_v27, Type: model, Weight: N/A",,,
2024-06-17T03:15:12.589Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4daed3f1-1f84-4685-a55f-41a872fc6346/width=832/4daed3f1-1f84-4685-a55f-41a872fc6346.jpeg,,,False,None,1,854,0,426,36,101,2,Regiiina,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-09-15T00:12:28.900Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/0e1c9825-c7bc-4305-8bf7-579f1b570cd7/width=1160/0e1c9825-c7bc-4305-8bf7-579f1b570cd7.jpeg,,,False,None,1,884,0,333,77,122,1,salammy,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-06-12T05:19:42.388Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/091eebaa-c555-4db1-bfc2-8d55a91fae48/width=832/091eebaa-c555-4db1-bfc2-8d55a91fae48.jpeg,light blue hyper detailed water hummingbird made of ice swamp on pastel pink sunrise water drops translucent glow liquid dynamic water flow ultra_detailed  8k.  masterpiece trending on artstation sharp focus studio photo intricate details highly detailed by greg rutkowski<lora:xl_more_art-full_v1:0.5>,"<lora:badhands:1>ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, extra limbs, body out of frame, blurry, bad anatomy, blurred, watermark, grainy, signature, cut off, draft, closed eyes, text, logo",False,None,1,943,0,347,37,89,1,ArtttuS,,"Size: 832x1216, Seed: 1529458816, Steps: 50, Sampler: DPM++ 2M Karras, Version: ",N/A,"Name: xl_more_art-full_v1, Type: lora, Weight: 0.5",,,,,
2024-11-17T01:57:47.734Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/3138d5a4-1f48-470e-8d41-c0cb4da7886b/width=832/3138d5a4-1f48-470e-8d41-c0cb4da7886b.jpeg,,,False,None,1,1001,0,260,55,99,0,mathilda96,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-10-30T07:51:02.200Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/73ac1991-b547-4872-a9b4-5e2d92376622/width=832/73ac1991-b547-4872-a9b4-5e2d92376622.jpeg,A hyper-realistic close-up portrait of a young woman with shoulder-length black hair styled in edgy futuristic layers adorned with glowing tips. She wears mecha eyewear with a neon green visor that transitions into iridescent shades of teal and gold. The frame is sleek with angular edges and fine mechanical detailing. Her expression is fierce and confident with flawless skin highlighted by the neon reflections. She wears a high-tech bodysuit with integrated LED lines and metallic panels. The background depicts a hazy rendition of The Great Wave off Kanagawa by Hokusai its powerful waves blending seamlessly with the neon tones amplifying her intense defiant aura.,,False,None,1,985,0,273,62,95,2,Nixst3r,,"Size: 832x1216, Seed: 3770234636, Steps: 24, Sampler: Undefined, Version: ",N/A,,,,,,
